genero,ano_ingresso,ieg,ida,atingiu_pv,ipv,ian,ano,ipp,matematica,portugues,defasagem,tipo_estudante,piorou_defasagem
feminino,2019,8.6,7.1,nao,7.833,5.0,2022,7.0833333332,6.7,7.5,-1.0,veterano,False
feminino,2019,9.0,6.6,nao,7.5425,10.0,2023,7.8125,5.7,6.7,0.0,veterano,False
feminino,2018,9.0,7.3,nao,7.778,5.0,2022,8.0104166666,6.5,8.2,-1.0,veterano,False
feminino,2018,8.9,6.2,nao,7.585,10.0,2023,7.03125,5.8,5.2,0.0,veterano,False
feminino,2022,8.7,4.7,nao,7.056,5.0,2022,7.520833333400001,4.2,5.2,-1.0,ingressante,False
feminino,2021,9.3,5.9,nao,7.667,5.0,2022,7.114583333400001,5.7,6.2,-1.0,veterano,False
feminino,2021,9.5,6.5,nao,7.585,10.0,2023,7.8125,6.0,7.0,0.0,veterano,False
feminino,2019,8.3,6.2,nao,8.056,10.0,2022,7.6875,4.8,7.5,0.0,veterano,False
masculino,2018,9.3,7.2,nao,8.222,5.0,2022,7.614583333400001,6.7,7.7,-1.0,veterano,False
masculino,2018,9.8,7.6,nao,8.3375,10.0,2023,8.28125,7.0,7.0,0.0,veterano,False
feminino,2022,10.0,8.0,sim,9.556,5.0,2022,8.4166666666,6.0,10.0,-1.0,ingressante,False
feminino,2022,9.7,7.8,nao,8.2125,10.0,2023,8.28125,6.7,8.3,0.0,veterano,False
feminino,2020,9.4,7.5,nao,8.222,10.0,2022,7.8041666666,6.5,8.5,0.0,veterano,False
feminino,2020,10.0,8.1,nao,8.045,10.0,2023,8.125,6.7,8.3,1.0,veterano,False
feminino,2019,9.2,6.9,sim,8.389,5.0,2022,7.4479166668,5.3,8.5,-1.0,veterano,False
feminino,2019,9.5,7.6,nao,7.875,10.0,2023,8.125,7.0,7.3,0.0,veterano,False
masculino,2019,7.9,4.8,nao,6.083,10.0,2022,7.177083333400001,3.7,4.5,0.0,veterano,True
masculino,2019,8.6,5.7,nao,6.6675,5.0,2023,6.5625,6.3,4.2,-1.0,veterano,False
feminino,2019,9.0,4.5,nao,8.0,10.0,2022,7.795833333199999,1.3,7.7,0.0,veterano,False
feminino,2019,9.3,5.3,nao,7.96,10.0,2023,7.65625,5.7,5.8,0.0,veterano,False
masculino,2021,9.3,8.8,sim,9.111,10.0,2022,7.791666666599999,9.2,8.5,0.0,veterano,False
masculino,2021,9.9,7.3,nao,8.17,10.0,2023,7.8125,8.0,6.2,0.0,veterano,False
masculino,2022,10.0,2.5,nao,7.5,5.0,2022,7.635416666599999,1.0,4.0,-1.0,ingressante,False
masculino,2022,7.8,4.4,nao,6.106666667,5.0,2023,6.666666667,3.0,5.7,-1.0,veterano,False
feminino,2022,9.6,2.3,nao,7.667,5.0,2022,7.729166666599999,0.5,4.0,-1.0,ingressante,False
feminino,2022,8.7,3.4,nao,7.45,5.0,2023,7.083333333,2.3,4.5,-1.0,veterano,False
feminino,2022,10.0,7.5,nao,8.222,5.0,2022,7.635416666599999,10.0,5.0,-1.0,ingressante,False
feminino,2022,9.9,6.4,nao,7.7925,10.0,2023,7.8125,5.0,6.7,0.0,veterano,False
masculino,2022,10.0,9.0,nao,7.5,5.0,2022,8.6875,9.0,9.0,-1.0,ingressante,False
masculino,2022,9.9,7.5,nao,8.3775,10.0,2023,7.8125,6.7,7.3,0.0,veterano,False
feminino,2022,6.5,4.6,nao,7.111,5.0,2022,7.375,2.3,6.8,-2.0,ingressante,False
feminino,2022,7.6,5.0,nao,7.5425,5.0,2023,7.65625,4.7,5.2,-1.0,veterano,False
masculino,2022,8.7,9.5,nao,7.111,5.0,2022,8.1979166666,10.0,9.0,-1.0,ingressante,False
masculino,2022,9.5,7.2,nao,8.0425,10.0,2023,7.8125,9.3,4.7,0.0,veterano,False
feminino,2019,6.5,4.3,nao,5.958,5.0,2022,6.59375,4.0,5.8,-1.0,veterano,False
masculino,2022,8.6,8.5,nao,6.611,5.0,2022,7.6875,7.5,9.5,-1.0,ingressante,False
feminino,2019,6.8,5.1,nao,6.611,5.0,2022,6.88125,5.7,4.5,-2.0,veterano,False
feminino,2019,9.0,5.2,nao,8.0425,5.0,2023,7.8125,5.0,6.3,-2.0,veterano,False
masculino,2022,7.3,2.6,nao,5.778,5.0,2022,6.375,2.2,3.0,-1.0,ingressante,False
masculino,2022,7.2,4.8,nao,7.613333333,5.0,2023,5.833333333,1.8,7.7,-1.0,veterano,False
masculino,2022,8.1,5.7,nao,6.778,10.0,2022,7.145833333400001,4.8,6.5,0.0,ingressante,True
masculino,2022,8.0,6.6,nao,7.613333333,5.0,2023,7.5,5.2,8.0,-1.0,veterano,False
masculino,2022,8.1,2.0,nao,6.611,10.0,2022,6.9770833332,4.0,0.0,0.0,ingressante,True
masculino,2022,8.3,5.8,nao,6.611,5.0,2022,7.4291666666,6.0,5.5,-1.0,ingressante,True
masculino,2022,8.7,7.3,nao,6.889,10.0,2022,7.229166666599999,6.5,8.0,0.0,ingressante,False
masculino,2022,7.5,5.4,nao,7.223333333,10.0,2023,6.458333333,3.5,7.3,0.0,veterano,True
feminino,2021,5.9,3.0,nao,7.292,5.0,2022,6.7416666666,2.3,3.5,-2.0,veterano,False
masculino,2022,9.0,5.5,nao,5.833,10.0,2022,7.375,6.0,5.0,0.0,ingressante,False
feminino,2022,8.2,7.5,nao,8.222,10.0,2022,8.177083333199999,9.0,6.0,0.0,ingressante,False
feminino,2022,7.6,5.8,nao,8.1275,10.0,2023,7.5,6.7,6.5,0.0,veterano,False
feminino,2019,9.1,5.6,sim,8.5,5.0,2022,7.125,8.0,3.2,-1.0,veterano,False
masculino,2018,7.2,3.1,nao,7.778,10.0,2022,7.645833333400001,1.5,4.7,0.0,veterano,False
masculino,2018,7.9,4.7,nao,6.4575,10.0,2023,6.40625,4.7,5.8,1.0,veterano,True
masculino,2022,9.4,3.8,nao,7.5,5.0,2022,7.4020833334,0.0,7.5,-1.0,ingressante,False
masculino,2022,8.8,8.4,nao,8.176666667,5.0,2023,8.541666667,7.7,9.0,-1.0,veterano,False
feminino,2022,6.0,7.0,nao,8.111,5.0,2022,7.333333333400001,6.0,8.0,-1.0,ingressante,False
feminino,2019,8.9,6.8,nao,7.417,10.0,2022,7.4916666666,6.3,5.2,0.0,veterano,False
feminino,2019,9.6,7.9,nao,8.1725,10.0,2023,8.28125,7.8,6.3,0.0,veterano,False
masculino,2021,9.1,7.5,nao,8.111,5.0,2022,7.8125,6.8,8.2,-1.0,veterano,False
masculino,2021,8.4,5.4,nao,7.9175,5.0,2023,7.65625,7.0,6.5,-1.0,veterano,False
feminino,2019,6.0,6.1,nao,6.889,5.0,2022,7.40625,3.1,9.2,-1.0,veterano,True
masculino,2018,8.6,2.3,nao,5.444,5.0,2022,6.291666666599999,0.0,4.7,-2.0,veterano,False
masculino,2018,7.5,2.6,nao,5.54,5.0,2023,4.6875,4.2,1.2,-2.0,veterano,False
feminino,2022,7.9,6.3,nao,7.278,5.0,2022,7.5833333332,6.0,6.5,-1.0,ingressante,False
feminino,2022,8.2,7.3,sim,8.389,5.0,2022,7.364583333400001,6.0,8.7,-1.0,ingressante,False
feminino,2022,8.3,9.9,sim,9.953333333,5.0,2023,9.583333333,9.7,10.0,-1.0,veterano,False
feminino,2022,8.8,8.5,nao,7.667,5.0,2022,8.3125,7.0,10.0,-1.0,ingressante,False
feminino,2022,8.6,8.1,nao,8.045,10.0,2023,8.125,6.7,8.5,0.0,veterano,False
masculino,2019,7.7,5.6,nao,5.833,5.0,2022,7.43125,4.7,6.5,-1.0,veterano,False
masculino,2019,6.9,3.8,nao,6.2475,5.0,2023,7.1875,4.3,4.8,-1.0,veterano,False
masculino,2019,9.1,7.3,nao,7.222,5.0,2022,7.166666666599999,5.3,9.2,-1.0,veterano,False
masculino,2019,9.3,8.3,nao,7.88,10.0,2023,7.1875,8.3,9.2,0.0,veterano,False
feminino,2022,8.4,2.1,nao,7.083,5.0,2022,6.0833333332,2.8,2.8,-2.0,ingressante,True
feminino,2018,6.7,3.8,nao,7.222,5.0,2022,6.177083333400001,1.5,6.2,-1.0,veterano,False
feminino,2018,7.9,7.4,nao,8.616666667,5.0,2023,8.541666667,5.7,9.0,-1.0,veterano,False
masculino,2022,8.5,3.6,nao,6.778,5.0,2022,6.697916666599999,2.0,5.2,-2.0,ingressante,False
feminino,2020,7.8,2.5,nao,7.389,5.0,2022,6.1770833332,2.0,3.0,-1.0,veterano,False
feminino,2022,8.0,4.8,nao,7.722,5.0,2022,7.15625,2.7,7.0,-1.0,ingressante,False
feminino,2022,7.7,3.0,nao,7.38,5.0,2023,7.96875,4.8,3.7,-1.0,veterano,False
masculino,2019,7.9,7.8,sim,8.444,10.0,2022,7.6875,9.3,6.3,0.0,veterano,False
masculino,2022,9.7,3.3,nao,7.556,5.0,2022,7.0375,0.5,6.0,-1.0,ingressante,True
masculino,2022,7.6,4.5,nao,7.056666667,5.0,2023,6.25,2.5,6.5,-2.0,veterano,False
feminino,2022,8.4,5.5,nao,7.111,5.0,2022,7.0,5.0,6.0,-1.0,ingressante,False
feminino,2022,9.2,5.2,nao,7.5425,5.0,2023,7.1875,6.0,6.0,-1.0,veterano,False
masculino,2022,6.7,4.1,nao,6.722,5.0,2022,7.166666666599999,4.5,3.7,-1.0,ingressante,False
feminino,2022,9.6,5.7,nao,7.833,10.0,2022,6.71875,6.2,5.2,0.0,ingressante,True
feminino,2022,9.3,7.8,nao,8.843333333,5.0,2023,7.916666667,6.8,8.8,-1.0,veterano,False
feminino,2019,9.7,6.3,nao,7.5,5.0,2022,7.625,5.3,7.3,-1.0,veterano,False
feminino,2019,9.2,4.9,nao,7.71,5.0,2023,7.5,6.0,4.3,-1.0,veterano,False
feminino,2020,8.5,6.3,nao,8.056,5.0,2022,7.375,5.7,6.8,-1.0,veterano,False
feminino,2020,9.0,5.0,nao,8.125,10.0,2023,7.96875,6.3,4.0,0.0,veterano,False
feminino,2022,7.0,2.0,nao,7.056,5.0,2022,7.385416666599999,1.8,2.2,-1.0,ingressante,False
feminino,2022,7.1,5.5,nao,8.223333333,5.0,2023,7.708333333,3.7,7.2,-1.0,veterano,False
masculino,2019,9.1,3.0,nao,6.0,5.0,2022,7.041666666599999,1.3,4.7,-1.0,veterano,False
masculino,2019,7.8,3.3,nao,6.7575,5.0,2023,7.1875,4.8,3.8,-1.0,veterano,False
feminino,2019,9.3,5.5,nao,7.556,5.0,2022,7.8125,5.0,6.0,-1.0,veterano,False
feminino,2019,7.0,4.1,nao,7.505,10.0,2023,7.34375,5.0,4.5,0.0,veterano,False
feminino,2019,9.1,4.9,nao,7.056,5.0,2022,7.385416666599999,3.8,6.0,-1.0,veterano,False
masculino,2020,9.2,9.8,sim,9.5,5.0,2022,7.625,10.0,9.7,-1.0,veterano,False
masculino,2020,10.0,9.7,sim,9.6375,10.0,2023,9.791666667,9.3,10.0,0.0,veterano,False
feminino,2017,8.4,8.1,sim,8.5,10.0,2022,7.645833333400001,6.7,8.0,0.0,veterano,False
feminino,2017,8.4,7.7,nao,7.6275,10.0,2023,7.65625,8.3,5.7,0.0,veterano,False
feminino,2021,8.8,6.3,sim,8.444,5.0,2022,7.5,6.8,5.7,-1.0,veterano,False
feminino,2021,9.7,7.9,nao,8.336666667,5.0,2023,7.96875,7.2,8.5,-1.0,veterano,False
feminino,2019,4.8,2.4,nao,6.833,5.0,2022,6.7,2.0,2.8,-1.0,veterano,True
feminino,2019,6.0,5.6,nao,8.166666667,5.0,2023,7.916666667,5.0,6.2,-2.0,veterano,False
masculino,2022,8.7,6.5,nao,6.389,5.0,2022,7.104166666599999,8.0,5.0,-1.0,ingressante,False
masculino,2022,7.5,3.6,nao,6.8,5.0,2023,5.416666667,3.2,4.0,-1.0,veterano,False
feminino,2020,9.9,7.3,nao,7.222,5.0,2022,7.46875,6.7,7.8,-1.0,veterano,False
feminino,2019,9.7,9.6,sim,9.333,5.0,2022,8.2916666666,9.7,9.5,-1.0,veterano,False
feminino,2019,9.9,9.5,nao,9.26,10.0,2023,9.166666667,9.2,9.7,0.0,veterano,False
feminino,2022,7.4,3.9,nao,7.042,5.0,2022,6.479166666599999,1.5,4.2,-2.0,ingressante,False
feminino,2022,8.2,7.7,sim,8.722,5.0,2022,7.083333333400001,6.0,9.3,-1.0,ingressante,False
feminino,2022,7.9,5.8,nao,9.0075,10.0,2023,8.541666667,2.8,8.7,0.0,veterano,False
masculino,2022,9.7,7.0,nao,7.722,5.0,2022,7.46875,6.0,8.0,-1.0,ingressante,False
masculino,2022,9.6,5.0,nao,8.3375,10.0,2023,7.708333333,3.3,6.7,0.0,veterano,True
feminino,2020,9.4,7.2,nao,8.278,10.0,2022,8.0520833334,7.3,7.0,0.0,veterano,False
feminino,2020,9.6,6.0,nao,8.84,10.0,2023,8.541666667,4.7,7.2,0.0,veterano,False
feminino,2022,8.3,5.8,nao,6.944,5.0,2022,7.03125,6.3,5.2,-1.0,ingressante,False
feminino,2022,9.0,6.8,nao,8.71,5.0,2023,7.708333333,6.3,7.3,-1.0,veterano,False
masculino,2022,8.9,8.4,nao,8.056,5.0,2022,8.4166666666,8.0,8.8,-1.0,ingressante,False
masculino,2018,6.8,5.7,nao,7.556,5.0,2022,7.3333333332,5.8,5.5,-1.0,veterano,False
masculino,2018,7.1,8.3,nao,8.71,5.0,2023,7.916666667,7.5,9.0,-1.0,veterano,False
feminino,2016,9.2,5.1,nao,5.833,5.0,2022,7.375,4.2,6.0,-2.0,veterano,False
feminino,2016,8.7,3.5,nao,6.885,5.0,2023,6.25,1.7,5.3,-2.0,veterano,False
masculino,2020,10.0,8.2,nao,7.444,5.0,2022,7.572916666599999,8.2,8.2,-1.0,veterano,False
masculino,2020,10.0,6.6,nao,8.2975,10.0,2023,8.75,5.3,7.8,0.0,veterano,False
feminino,2016,8.6,5.2,nao,7.389,10.0,2022,7.593749999799999,7.0,2.9,0.0,veterano,False
feminino,2020,10.0,9.5,nao,7.889,5.0,2022,8.2291666666,9.5,9.5,-1.0,veterano,False
feminino,2020,10.0,7.9,nao,8.7975,10.0,2023,8.958333333,8.5,7.2,0.0,veterano,False
masculino,2021,8.8,6.8,nao,7.333,10.0,2022,7.7729166666,8.0,5.7,0.0,veterano,True
masculino,2021,8.4,8.9,sim,9.396666667,5.0,2023,8.541666667,9.2,8.5,-1.0,veterano,False
feminino,2021,9.7,7.4,nao,7.778,10.0,2022,7.864583333400001,6.7,8.2,1.0,veterano,True
feminino,2021,9.8,8.0,nao,8.95,10.0,2023,7.96875,6.7,9.3,0.0,veterano,False
masculino,2020,10.0,8.8,nao,7.5,5.0,2022,7.979166666599999,8.7,9.0,-1.0,veterano,False
masculino,2020,10.0,8.7,nao,8.255,10.0,2023,8.75,8.7,8.7,0.0,veterano,False
feminino,2021,8.9,8.0,nao,7.556,10.0,2022,8.1458333334,7.8,8.2,0.0,veterano,False
masculino,2020,7.3,7.2,nao,7.278,5.0,2022,7.114583333400001,8.3,6.0,-2.0,veterano,False
masculino,2022,7.4,4.5,nao,7.556,5.0,2022,7.28125,0.0,9.0,-1.0,ingressante,False
masculino,2022,8.6,7.5,nao,8.6725,10.0,2023,8.333333333,6.2,8.7,0.0,veterano,False
feminino,2018,8.2,9.2,nao,7.833,5.0,2022,7.75,9.3,9.0,-2.0,veterano,False
feminino,2018,8.1,8.6,nao,8.84,5.0,2023,8.958333333,8.2,9.0,-1.0,veterano,False
masculino,2021,9.6,8.3,nao,7.778,10.0,2022,7.999999999799999,8.2,8.5,0.0,veterano,False
masculino,2021,9.7,7.5,nao,9.0075,10.0,2023,8.541666667,7.2,7.8,0.0,veterano,False
feminino,2022,9.7,4.8,nao,5.889,10.0,2022,7.75,2.0,7.5,0.0,ingressante,True
feminino,2022,7.5,5.5,nao,5.896666667,5.0,2023,5.0,4.2,6.8,-1.0,veterano,False
masculino,2019,9.7,9.9,nao,8.056,10.0,2022,8.8125,10.0,9.8,0.0,veterano,False
masculino,2019,9.8,9.3,nao,8.7175,10.0,2023,8.75,9.0,9.5,0.0,veterano,False
feminino,2017,9.5,7.7,nao,7.833,5.0,2022,8.1125,7.8,7.5,-2.0,veterano,False
feminino,2017,9.0,6.6,nao,6.7125,5.0,2023,6.875,4.5,8.7,-1.0,veterano,False
masculino,2022,9.4,7.5,nao,7.5,5.0,2022,7.9375,6.0,9.0,-1.0,ingressante,False
masculino,2022,8.5,6.7,nao,6.9175,10.0,2023,8.125,5.5,7.8,0.0,veterano,False
masculino,2022,9.6,7.5,nao,7.333,10.0,2022,7.760416666599999,7.0,8.0,0.0,ingressante,True
masculino,2018,8.9,6.2,nao,7.5,10.0,2022,7.73125,3.3,6.3,2.0,veterano,True
masculino,2018,9.8,6.4,nao,8.2975,10.0,2023,8.125,7.7,4.8,1.0,veterano,False
masculino,2022,10.0,6.0,nao,7.5,10.0,2022,7.8333333332,5.0,7.0,0.0,ingressante,True
masculino,2022,9.9,7.9,nao,8.166666667,5.0,2023,7.083333333,7.0,8.7,-1.0,veterano,False
masculino,2021,9.1,7.5,nao,8.167,10.0,2022,8.0666666666,7.0,8.0,0.0,veterano,True
masculino,2021,9.2,8.3,nao,8.45,5.0,2023,7.083333333,8.3,8.2,-1.0,veterano,False
masculino,2019,9.4,9.1,nao,8.056,5.0,2022,7.625,9.0,9.2,-1.0,veterano,False
masculino,2019,9.2,8.9,nao,7.42,5.0,2023,8.333333333,9.0,8.8,-1.0,veterano,False
feminino,2021,9.3,8.6,nao,8.167,5.0,2022,7.59375,8.3,8.8,-1.0,veterano,False
masculino,2022,9.9,8.0,nao,8.167,5.0,2022,8.375,7.7,8.3,-2.0,ingressante,False
masculino,2022,9.8,8.8,nao,7.7525,5.0,2023,8.75,8.3,9.3,-1.0,veterano,False
feminino,2022,10.0,6.5,nao,7.5,10.0,2022,7.75,5.0,8.0,0.0,ingressante,True
feminino,2022,9.1,6.5,nao,7.78,5.0,2023,7.5,5.7,7.2,-1.0,veterano,False
masculino,2021,6.2,4.0,nao,6.944,5.0,2022,6.885416666599999,5.3,2.7,-1.0,veterano,False
masculino,2021,8.5,8.2,nao,7.92,5.0,2023,8.75,7.5,8.8,-1.0,veterano,False
masculino,2020,8.9,5.2,nao,6.556,5.0,2022,7.25,3.3,7.0,-2.0,veterano,False
masculino,2020,9.6,6.8,nao,6.893333333,5.0,2023,5.78125,4.8,8.7,-2.0,veterano,False
masculino,2022,7.0,7.0,nao,6.458,5.0,2022,7.4375,6.0,8.0,-2.0,ingressante,False
masculino,2019,9.0,8.9,sim,9.056,5.0,2022,7.59375,9.0,8.8,-1.0,veterano,False
masculino,2019,8.8,5.7,nao,7.46,10.0,2023,7.708333333,5.8,5.5,0.0,veterano,False
masculino,2022,9.8,7.8,nao,8.167,5.0,2022,8.2083333334,8.7,7.0,-1.0,ingressante,False
masculino,2022,10.0,7.7,nao,8.59,10.0,2023,8.75,6.3,9.0,0.0,veterano,False
masculino,2022,8.8,6.0,nao,7.333,5.0,2022,7.052083333400001,5.0,7.0,-1.0,ingressante,False
feminino,2021,7.4,7.1,nao,7.333,5.0,2022,6.864583333400001,6.5,7.7,-2.0,veterano,False
masculino,2021,8.1,5.4,nao,7.92,5.0,2023,8.125,3.7,7.0,-1.0,veterano,False
feminino,2019,9.2,5.1,nao,6.917,5.0,2022,7.5208333332,4.7,5.5,-1.0,veterano,False
feminino,2019,9.4,5.6,nao,8.95,10.0,2023,8.125,4.7,6.5,0.0,veterano,False
feminino,2020,8.9,6.0,nao,7.75,5.0,2022,7.125,6.3,5.7,-1.0,veterano,False
feminino,2020,9.3,5.9,nao,9.17,10.0,2023,8.333333333,5.0,6.8,0.0,veterano,False
masculino,2022,7.5,6.8,nao,5.583,5.0,2022,6.333333333400001,4.5,9.0,-2.0,ingressante,False
masculino,2022,8.6,4.7,nao,7.39,5.0,2023,7.916666667,3.5,5.8,-1.0,veterano,False
feminino,2022,9.3,7.5,sim,8.417,5.0,2022,7.9375,6.8,8.2,-1.0,ingressante,False
feminino,2022,8.6,8.5,nao,8.84,5.0,2023,9.166666667,7.2,9.7,-1.0,veterano,False
feminino,2019,9.5,7.0,nao,7.5,5.0,2022,6.739583333400001,6.8,7.2,-1.0,veterano,False
feminino,2019,9.8,6.5,nao,7.417,5.0,2022,6.958333333400001,5.3,7.7,-1.0,veterano,False
feminino,2019,9.7,6.3,nao,9.006666667,5.0,2023,8.75,5.2,7.3,-1.0,veterano,False
feminino,2022,9.8,6.5,nao,7.167,5.0,2022,6.927083333400001,5.0,8.0,-1.0,ingressante,False
feminino,2022,9.8,6.5,nao,9.006666667,10.0,2023,8.75,5.5,7.5,0.0,veterano,False
feminino,2021,7.9,5.6,nao,7.917,5.0,2022,7.3791666666,3.3,7.8,-1.0,veterano,False
feminino,2021,7.2,5.7,nao,9.173333333,5.0,2023,8.75,3.5,7.8,-1.0,veterano,False
feminino,2019,9.7,7.6,sim,8.833,5.0,2022,7.90625,7.3,7.8,-1.0,veterano,False
feminino,2019,9.1,6.2,nao,8.95,5.0,2023,8.75,5.0,7.3,-1.0,veterano,False
masculino,2019,9.1,7.2,nao,7.583,5.0,2022,7.166666666599999,5.7,8.7,-2.0,veterano,False
masculino,2019,9.1,7.4,nao,8.283333333,5.0,2023,8.333333333,6.2,8.5,-1.0,veterano,False
masculino,2021,7.9,4.2,nao,6.167,5.0,2022,7.177083333400001,2.2,6.2,-1.0,veterano,False
masculino,2021,8.1,6.4,nao,7.5,5.0,2023,6.875,5.5,7.2,-1.0,veterano,False
feminino,2017,7.6,7.5,nao,6.5,5.0,2022,7.125,6.7,7.8,-1.0,veterano,False
feminino,2018,7.3,6.6,nao,7.333,5.0,2022,7.322916666599999,5.0,8.2,-2.0,veterano,False
masculino,2022,8.8,5.5,nao,7.167,5.0,2022,7.09375,6.0,5.0,-1.0,ingressante,True
masculino,2019,8.1,4.4,nao,5.167,5.0,2022,6.8125,1.8,7.0,-2.0,veterano,False
masculino,2019,8.1,3.9,nao,6.946666667,5.0,2023,6.25,1.5,6.2,-1.0,veterano,False
feminino,2018,8.8,6.4,nao,8.25,5.0,2022,7.135416666599999,4.8,8.0,-1.0,veterano,False
feminino,2018,9.6,7.2,nao,9.396666667,5.0,2023,9.166666667,6.5,7.8,-1.0,veterano,False
masculino,2019,8.4,9.4,sim,9.333,5.0,2022,7.864583333400001,10.0,8.8,-1.0,veterano,False
masculino,2019,8.2,8.9,sim,9.62,10.0,2023,9.375,8.0,9.7,0.0,veterano,False
masculino,2022,8.5,4.3,nao,4.5,2.5,2022,5.75,0.5,8.0,-3.0,ingressante,False
masculino,2022,9.4,6.0,nao,6.78,2.5,2023,6.458333333,5.7,6.3,-3.0,veterano,False
masculino,2021,9.2,7.1,nao,8.083,5.0,2022,7.90625,7.2,7.0,-1.0,veterano,False
masculino,2021,9.4,7.4,nao,8.506666667,5.0,2023,8.958333333,6.5,8.2,-1.0,veterano,False
feminino,2019,10.0,7.0,nao,8.25,10.0,2022,8.0625,4.5,6.5,0.0,veterano,False
feminino,2019,9.5,7.8,nao,7.8,10.0,2023,8.125,7.8,5.5,0.0,veterano,False
masculino,2020,7.2,3.8,nao,3.75,5.0,2022,7.0104166668,3.2,4.3,-1.0,veterano,False
feminino,2021,9.0,8.0,sim,8.75,5.0,2022,7.25,8.3,7.7,-1.0,veterano,False
feminino,2021,8.5,8.7,nao,8.893333333,5.0,2023,8.541666667,7.7,9.7,-1.0,veterano,False
feminino,2020,9.2,8.5,sim,8.833,5.0,2022,7.8645833332,9.0,8.0,-1.0,veterano,False
feminino,2020,9.7,6.2,nao,8.726666667,10.0,2023,8.75,6.0,6.3,0.0,veterano,False
feminino,2022,8.4,8.5,nao,7.917,5.0,2022,8.2708333334,9.5,7.5,-2.0,ingressante,False
masculino,2018,8.6,8.3,nao,7.944,2.5,2022,7.1875,8.0,8.5,-3.0,veterano,False
masculino,2018,7.9,7.6,nao,8.01,2.5,2023,8.125,8.5,6.7,-3.0,veterano,False
masculino,2017,8.1,8.4,nao,7.875,5.0,2022,7.43125,9.0,7.0,-1.0,veterano,False
masculino,2017,8.0,7.2,nao,7.755,5.0,2023,7.96875,7.8,6.8,-1.0,veterano,False
feminino,2019,7.0,1.3,nao,6.778,5.0,2022,7.4375,0.7,2.0,-1.0,veterano,False
feminino,2019,7.3,5.9,nao,8.056666667,5.0,2023,8.125,5.7,6.0,-1.0,veterano,False
feminino,2019,8.8,3.7,nao,6.944,5.0,2022,6.447916666599999,3.3,4.0,-1.0,veterano,True
feminino,2019,7.9,5.0,nao,7.616666667,5.0,2023,7.291666667,3.8,6.2,-2.0,veterano,False
masculino,2020,9.9,8.2,sim,8.944,5.0,2022,8.4583333334,8.3,8.0,-1.0,veterano,False
masculino,2020,9.8,6.6,nao,8.45,5.0,2023,8.541666667,5.7,7.5,-1.0,veterano,False
masculino,2022,7.2,7.5,nao,6.944,5.0,2022,7.21875,5.5,9.5,-1.0,ingressante,False
feminino,2022,9.1,7.8,nao,7.111,5.0,2022,7.60625,7.5,8.0,-1.0,ingressante,False
feminino,2022,9.3,8.0,nao,8.503333333,5.0,2023,9.21875,6.5,9.5,-1.0,veterano,False
feminino,2022,9.3,9.0,nao,7.111,5.0,2022,7.558333333199999,8.3,9.7,-1.0,ingressante,False
feminino,2022,8.2,7.4,nao,7.673333333,5.0,2023,6.875,6.5,8.3,-1.0,veterano,False
masculino,2019,10.0,9.5,sim,9.611,5.0,2022,8.21875,9.3,9.7,-1.0,veterano,False
masculino,2019,10.0,9.7,sim,9.7625,10.0,2023,9.791666667,9.8,9.5,0.0,veterano,False
masculino,2017,9.2,7.2,nao,8.125,10.0,2022,8.385416666800001,4.5,8.0,0.0,veterano,False
masculino,2017,9.7,8.1,nao,8.3825,10.0,2023,8.4375,7.8,6.5,0.0,veterano,False
feminino,2020,9.6,7.6,nao,7.167,5.0,2022,7.645833333400001,6.3,8.8,-1.0,veterano,False
feminino,2020,9.8,9.0,nao,8.67,5.0,2023,8.75,8.7,9.3,-1.0,veterano,False
masculino,2019,8.9,5.0,nao,5.889,5.0,2022,7.03125,5.3,4.7,-1.0,veterano,False
masculino,2019,9.8,7.9,nao,7.393333333,5.0,2023,6.458333333,7.0,8.8,-1.0,veterano,False
feminino,2019,9.4,7.1,nao,7.333,5.0,2022,6.770833333400001,6.2,8.0,-2.0,veterano,False
feminino,2019,9.4,6.3,nao,8.616666667,5.0,2023,8.333333333,5.5,7.0,-1.0,veterano,False
feminino,2019,8.5,4.6,nao,7.333,5.0,2022,7.364583333400001,4.5,4.7,-1.0,veterano,False
feminino,2019,9.0,5.8,nao,8.56,10.0,2023,8.333333333,5.0,6.5,0.0,veterano,False
feminino,2021,9.6,8.2,sim,8.778,5.0,2022,8.0083333332,8.2,8.2,-1.0,veterano,False
feminino,2021,10.0,8.4,nao,9.343333333,10.0,2023,8.333333333,7.5,9.2,0.0,veterano,False
masculino,2022,9.3,3.8,nao,6.167,5.0,2022,6.8875,1.0,6.5,-1.0,ingressante,False
masculino,2022,7.0,2.7,nao,6.72,5.0,2023,6.458333333,2.2,3.2,-1.0,veterano,True
feminino,2021,10.0,9.3,nao,8.278,10.0,2022,8.40625,9.3,9.2,0.0,veterano,False
feminino,2021,9.6,7.8,sim,9.673333333,10.0,2023,8.958333333,7.5,8.0,0.0,veterano,False
masculino,2022,9.3,7.2,nao,7.917,5.0,2022,7.78125,7.0,5.7,-2.0,ingressante,False
masculino,2022,9.6,7.2,nao,8.4225,5.0,2023,8.28125,7.7,6.8,-2.0,veterano,False
feminino,2020,8.6,7.4,nao,7.611,5.0,2022,7.0416666668,5.7,9.2,-1.0,veterano,False
feminino,2020,9.7,6.5,nao,8.34,10.0,2023,7.291666667,5.7,7.3,0.0,veterano,True
